rate,change
10.4,-1.09
20.4,0.42
20.8,0.58
21.1,0.5
21.5,0.42
21.6,-0.12
22.5,0.2
23.7,-1.7
23.6,-1.34
23.6,-0.34
21,0.24
23.5,1.38
15.2,3.66
16.9,3.02
21.9,3.04
22.2,2.56
30.4,-0.02
33.5,-0.88
32,-0.74
37.1,-1.68
35,-1.3
30.3,-0.68
29.1,-1.36
28.3,-1.64
28.7,-2.2
28.5,-2.76
26.9,-2.62
22.3,-1.96
20.1,-2.06
17.7,-1.88
14.7,-1.54
13.8,-1.64
12.5,-1.5
9.8,-1.04
8.3,-0.78
7,-0.56
5.6,-0.34
5,-0.32
4.6,-0.28
4.4,-0.26
4.2,-0.26
3.9,-0.3
3.4,-0.2
83.7,-2.2
81.9,-2.22
79.8,-2.14
77,-1.64
74,-0.76
72.7,1.78
70.8,-2.62
69.1,-2.68
68.8,-1.7
70.2,-1.6
81.6,-3.76
57.7,0.7
55.7,1.72
60.3,-0.04
62.2,-1.24
62.8,-2.02
61.2,-2.52
64.3,-3.46
60.1,-2.88
56,-2.18
52.7,-1.72
48.6,-0.96
47,-0.78
45.7,0.14
45.1,0.56
44.1,-1.76
43.8,-4.56
43.1,-4.7
46.4,0.5
47.9,0.08
35.3,2.32
21,4.89
1.6,-0.18
1.2,-0.12
0.8,-0.04
0.7,-0.02
0.7,-0.02
0.7,-0.02
0.6,0
0.6,-0.02
0.6,-0.02
0.6,-0.02
0.6,-0.02
0.6,-0.04
0.5,-0.02
0.5,-0.02
0.5,-0.02
0.5,-0.02
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0.02
0.4,0.02
0.4,0
0.4,0
0.4,0
0.5,-0.02
0.5,-0.02
0.4,0
0.4,0
0.4,0.02
0.4,0
0.4,0
0.4,0
0.4,-0.02
29.2,-1.28
26.8,-1.88
26.3,-2.1
26.2,-2.36
26.6,-2.56
22.8,-2.22
17.4,-1.64
15.8,-1.36
14.4,-1.22
13.8,-1.32
11.7,-0.86
9.2,-0.44
9,-0.42
8.3,-0.42
7.2,-0.26
7.4,-0.38
7,-0.3
6.9,-0.42
6.2,-0.28
5.9,-0.3
5.5,-0.24
5.5,-0.38
4.8,-0.44
4.8,-0.64
4.4,-0.62
4.3,-0.8
3.6,-0.72
2.6,-0.52
1.6,-0.12
1.3,0.1
0.3,0.44
0,0.62
0,0.8
1,0.74
1.8,0.64
2.5,0.48
3.1,0.28
4,-0.16
4.7,-0.26
5,-0.4
4.9,-0.46
4.5,-0.54
3.2,-0.44
3.4,-0.64
3,-0.6
2.6,-0.52
1.8,-0.36
1,-0.2
0.2,-0.04
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
45,-0.36
45.4,-0.86
41.2,0.42
40.3,-0.3
40.2,0.18
43.2,-1.22
41.1,-1.28
43.3,-1.3
38.8,0.6
41.1,0.66
37.1,1.8
34.7,2.16
36.8,1.92
41.8,0.3
44.4,-0.42
46.1,-0.92
45.5,-1.42
46.4,-2.68
43.3,-1.8
42.3,-2
41.5,-2.16
38.4,-1.88
33,-0.82
34.3,-1.36
32.3,-1.24
30.7,-1.26
29,-1.08
28.9,-0.92
27.5,-0.78
26.1,-0.68
24.4,-0.48
23.6,-0.32
24.3,-0.7
23.6,-0.82
22.7,-0.8
22,-1.1
22,-1.2
20.8,-1.22
19.5,-0.96
18.7,-0.86
16.5,-0.48
16,-0.68
14.7,-0.68
14.7,-0.9
14.4,-1.1
14.1,-1.2
12.6,-0.98
11.3,-0.72
10.2,-0.6
8.9,-0.48
8.1,-0.4
7.7,-0.38
7.7,-0.46
7.2,-0.4
6.5,-0.26
6.1,-0.6
5.8,-0.64
5.4,-0.7
5.2,-0.76
5.2,-0.84
3.1,-0.46
2.6,-0.38
1.9,-0.26
1.4,-0.16
1,-0.08
0.8,-0.02
0.7,0
0.6,0
0.6,0
0.6,0
0.7,-0.02
73.4,-2.9
68.4,-1.98
63.6,-1.62
59,-0.96
61.7,-1.66
58.9,-1.18
58.5,-0.92
55.5,-0.72
54.2,-1.22
53.4,-1.4
53,-1.36
53.9,-2.46
51.9,-2.26
48.1,-2
46.4,-1.82
46.2,-1.86
41.6,-1.2
40.6,-1.5
38.1,-1.06
37.3,-1.24
36.9,-1.58
35.6,-2.02
33.1,-1.64
32.8,-1.5
31.1,-0.98
29,-0.14
25.5,0.36
24.9,0.34
25.3,0.02
26.2,-0.46
28.3,-1.02
27.3,-1.22
26.6,-1.58
25.4,-1.34
23.9,-0.7
23.2,-1
21.2,-0.52
18.7,-0.32
18.7,-0.84
20.4,-0.34
18.2,-0.34
18.6,-0.82
17.1,-0.86
14.5,-0.24
18.7,-0.82
16.5,-0.56
14.5,0.34
12.8,0.32
13.3,0.82
14.6,-0.9
13.7,-0.88
16.2,-1.82
14.4,-1.68
17.4,-2.52
10.1,-1.16
9.3,-1.06
7.1,-0.78
6,-0.72
4.8,-0.54
4.3,-0.52
4,-0.44
3.2,-0.38
2.4,-0.26
2.1,-0.22
1.7,-0.08
1.8,-0.13
1.3,-0.07
1.1,-0.11
1,-0.16
1.3,-0.25
1.1,-0.23
13.8,0.8
13.9,1.12
14,1.68
14.4,2.18
16.2,1.96
17.8,1.72
19.5,1.36
22.4,2.06
25.3,0.9
26,0.36
26.4,0.58
26.3,-0.34
32.7,-2.62
29.8,-2.98
27.8,-2.32
29.3,-3.44
24.6,-2.66
19.6,-1.72
14.9,-0.92
16.2,-1.4
12.1,-0.4
11.3,-0.04
11,-0.28
10.3,-0.58
9.2,-0.18
10.1,-0.34
11.1,-0.54
9.6,-0.56
7.4,0.02
8.3,0.02
8.4,0.12
8.4,0.12
6.8,0.3
7.5,-0.08
8.4,0.02
9,0
9,-0.12
8.3,0.14
7.1,0.26
8.5,-0.02
9,-0.52
8.4,-0.54
9,-0.84
8.4,-0.82
8.4,-1.14
6.4,-0.66
5.7,-0.6
4.8,-0.42
4.3,-0.4
2.7,-0.26
3.1,-0.36
0.3,-0.04
0.2,-0.02
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,-0.02
0.1,-0.02
0.1,-0.02
0.1,-0.02
0.1,0
0,0.04
0,0.1
0,0.02
0,0
0.1,-0.02
0.2,-0.04
0.5,-0.1
0.1,-0.02
0,0
0,0
0,0
0,0
0,0
0,0
0,0.02
0,0.02
0,0.04
0,0.04
0,0.02
0.1,0
0.1,0
0.2,-0.02
0.2,-0.02
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
5.3,-0.28
4.9,-0.18
4.7,-0.16
4.4,-0.12
4.1,-0.08
3.9,-0.08
4,-0.02
3.9,0.16
3.8,0.38
3.7,-0.08
3.5,0.5
3.9,0.78
4.7,1.1
5.7,1.04
3.3,1.56
6,1
7.8,0.24
10.2,-0.62
10.9,-0.94
11.1,-1.56
11,-1.64
9,-1.58
7.1,-1.28
6.2,-1.14
3.3,-0.64
2.8,-0.5
1.1,-0.2
0.7,-0.12
0.5,-0.08
0.1,-0.02
0.3,-0.04
0.1,0.04
0.1,0.04
0.1,0
0,0.06
0.1,0.02
0.3,-0.04
0.3,-0.04
0.1,0
0.3,-0.04
0.2,-0.02
0.1,0
11.8,-0.72
10,-0.38
10.7,-0.5
8.6,0.14
8,0.48
8.2,0.3
8.1,0.26
8.2,0.38
9.3,0.22
10.4,-0.08
9.7,0.06
9.4,0.04
10.1,0.12
10.4,0
10,-0.16
10,-0.24
9.6,-0.12
10.7,-0.24
10.4,-0.18
9.2,-0.04
8.8,-0.16
9,-0.32
9.5,-0.48
9.5,-0.66
9,-0.74
8,-0.7
7.4,-0.62
7.1,-0.22
6.2,0.38
5.3,0.64
4.5,0.76
4.3,0.48
6,-0.1
8.1,-0.56
8.5,-0.66
8.3,-0.6
6.7,-0.38
5.5,-0.34
5.3,-0.36
5.2,-0.52
5.3,-0.46
4.8,-0.48
3.8,-0.38
3.5,-0.36
2.6,-0.16
3,-0.2
2.4,-0.04
1.9,0.22
1.7,0.24
1.8,0.12
2,-0.02
2.2,-0.1
3,-0.34
2.9,-0.42
2.4,-0.32
1.9,-0.26
1.7,-0.24
1.3,-0.16
0.8,-0.06
0.8,-0.08
0.6,-0.04
0.5,-0.04
0.5,-0.04
0.5,-0.06
0.4,-0.05
0.4,-0.02
0.3,-0.03
0.3,-0.01
0.2,-0.01
0.1,0.01
0.3,-0.02
2,-0.06
1.9,-0.04
1.8,-0.02
1.7,0
1.8,-0.04
1.7,-0.02
1.7,-0.02
1.7,-0.02
1.7,-0.04
1.6,-0.02
1.6,-0.08
1.6,-0.1
1.6,-0.12
1.5,-0.12
1.5,-0.2
1.2,-0.04
1.1,-0.04
1,-0.06
0.9,-0.04
0.5,0.06
1,-0.1
0.9,-0.08
0.7,-0.04
0.7,-0.04
0.8,-0.06
0.5,0
0.5,0
0.5,0.02
0.5,0
0.5,0
0.5,0
0.5,0
0.6,-0.02
0.5,0
0.5,0
0.5,0
0.5,0
0.5,0
0.5,0
0.5,0
0.5,0
0.5,0.02
0.5,0.04
0.5,0.06
0.5,0.04
0.5,0.04
0.6,0.06
0.7,0.04
0.8,0.04
0.7,0.08
0.7,0.06
0.9,0.04
0.9,0.02
1,0.02
1.1,-0.02
1,0.02
1.1,0
1,0.02
1.1,0
1,0.06
1.1,0.02
1.1,0.02
1.1,0.04
1.1,0
1.3,-0.06
1.2,-0.16
1.2,-0.18
1.3,0.02
1.1,0.02
1,0.02
0.4,0.14
12.8,0.1
12.6,0.16
12.5,0.3
12.2,0.48
11.8,0.34
13.3,0.04
13.4,0.04
14,0.02
14.6,0.4
13.5,0.82
13.5,1.16
13.6,1.28
14.1,1.2
16.6,0.52
17.6,0.2
19.3,0.76
20,2.74
20.1,1.9
19.2,1.18
18.6,2.6
23.1,1.08
33.7,-1.62
29.6,-1.34
25.1,-1.18
31.6,-2.96
28.5,-2.76
25.6,-2.56
22.9,-2.36
19.2,-1.92
16.8,-1.7
14.7,-1.42
12.8,-1.16
11.1,-0.94
9.6,-0.7
8.3,-0.54
7.6,-0.54
7,-0.4
6.4,-0.4
6.1,-0.34
5.6,-0.3
4.9,-0.44
5,-0.54
4.3,0.12
4.3,0.38
4.4,0.3
4.7,0.26
5,0.1
4.9,0.02
6.2,-0.28
5.9,0.08
6,0.06
5.5,0.12
5,0.2
4.8,0.62
6.3,0.92
6.3,1.46
6.1,1.62
6,1.46
7.9,1.16
10.9,0.92
13.6,0.3
14.2,0.1
13.3,1.76
13.7,2.68
15.5,1.46
15.1,0.6
14.7,-1
22.1,-2.66
27.1,-3.74
22.8,-2.78
18.1,-1.78
9.7,-0.16
8.8,-0.08
8.4,0
65.8,-0.84
65.2,-0.8
64.3,-0.74
63.4,-0.62
62.3,-0.5
61.6,-0.42
61.2,-0.48
60.6,-0.92
60.3,-0.84
59.8,-0.84
59.5,-0.66
58.8,-0.4
56,1.24
56.1,1.54
55.6,1.26
56.2,1.18
56.8,0.92
62.2,-0.66
63.8,-1.3
61.9,-0.4
62.1,0.2
61.4,-0.58
58.9,-0.16
57.3,0.26
59.9,-0.14
63.1,-0.4
58.5,0.24
58.1,-0.16
58.6,-0.52
59.2,-1.1
61.1,-1.64
59.7,-1.42
57.3,-1.08
56,-1.36
53.7,-1.36
52.9,-1.42
52.6,-1.7
51.9,-2.18
49.2,-2.1
46.9,-2.34
45.8,-2.84
44.1,-3.36
41,-3.18
38.7,-3
35.2,-2.5
31.6,-2.14
27.3,-1.6
25.1,-1.62
23.7,-1.86
22.7,-2.12
20.9,-2.26
19.3,-2.12
17,-1.88
14.4,-1.58
12.1,-1.24
9.6,-0.88
8.7,-0.88
7.6,-0.78
6.5,-0.58
5.9,-0.5
5.2,-0.46
4.3,-0.36
3.7,-0.28
3.6,-0.26
3.4,-0.36
2.9,-0.32
2.5,-0.2
2.3,-0.14
2.3,-0.15
1.6,-0.03
1.3,0
15.4,1.56
19.5,0.26
24.1,-0.52
23.2,-0.14
23.6,0.14
23.2,0.54
20.8,1.1
21.5,0.32
22.5,0.08
24.3,-0.28
25.9,-0.46
26.3,-1
23.1,-0.26
22.9,-0.24
22.9,-0.46
23.6,-0.5
21.3,0.08
21.8,-0.26
21.7,0.2
20.6,1
21.1,0.7
21.7,0.5
20.5,0.52
22.7,-0.32
25.6,-0.94
24.6,-0.88
24.2,-0.82
23.1,-0.54
21.1,-0.18
20.9,-0.1
20.2,0.12
20.1,0.12
20.4,0
20.2,-0.02
20.4,-0.18
20.8,-0.3
20.7,-0.34
20.4,0.18
20.1,0.52
19.5,0.42
19.3,0.48
19,0.64
21.3,0.32
11,0.06
9.2,0.24
9.2,0.3
8.5,0.22
10.4,-0.22
11.3,-0.1
10.4,0.28
10.7,0.24
9.6,0.44
9.3,0.38
10.8,-0.04
11.8,-0.38
11.9,-0.32
11.8,-0.36
11.2,-0.18
10.6,0.04
9.9,0.22
10.3,0.1
10,0.16
10.3,0.08
10.8,-0.22
11,-0.34
10.8,-0.32
10.8,-0.34
10.7,-0.4
9.7,-0.36
9.3,-0.42
9.2,-0.66
9.1,-0.78
8.7,-0.82
7.9,-0.72
7.2,-0.6
5.9,-0.4
5.2,-0.3
4.6,-0.18
4.3,-0.22
4.2,-0.12
3.9,0.04
3.7,0.14
3.7,0.12
3.2,0.06
3.6,-0.14
4.1,-0.24
4.4,-0.24
4.3,-0.24
3.5,0.12
2.9,0.28
2.9,0
3.2,-0.18
3.1,-0.24
4.1,-0.46
27.4,-0.04
26,-0.08
25.6,0
25.9,-0.54
25.8,-0.52
27.2,-1.12
25.6,-0.86
25.6,-1.32
23.2,-0.86
23.2,-1.18
21.6,-0.76
21.3,-0.94
19,-0.58
18.9,-0.74
17.3,0.68
17.8,-1.3
16.6,0.04
16.1,1.78
15.2,-1.04
20.7,-2.23
11.3,-0.41
16.8,-1.55
36.8,-0.82
33.9,-0.52
32.6,-0.34
33.7,-0.18
32.2,0.22
32.7,0.04
31.3,0.22
30.9,0.3
32.8,0.24
33.3,-0.08
32.9,-0.4
32.4,-0.32
32.4,-0.58
34,-1.04
32.9,-0.94
30.9,-0.68
30.8,-0.9
29.5,-0.7
28.8,-0.8
28.2,-0.74
27.5,-0.68
26.3,-0.52
26,-0.54
24.8,-0.46
24.5,-0.36
24.1,-0.22
23.7,0.02
23.3,0.2
22.5,0.14
22.7,1.62
23,1.7
23.8,1.42
24.3,1.8
23.2,5.38
30.8,5.16
31.5,5.76
30.9,6.06
33.3,5.64
50.1,3.24
56.6,2.26
60.3,1.64
61.2,1.82
61.5,2.12
66.3,1.5
